"MESH_ID","UMLS_CUI","ICD10CM_CODE","DRESCP"
"D001766","C0155003","H53.12","Transient visual loss"
"D007906","C0023309","H27.1","Dislocation of lens"
"D014438","C0041471","A75","Typhus fever"
"D014029","C0028043","F17.20","Nicotine dependence, unspecified"
"D005322","C0015944","O42","Premature rupture of membranes"
"D005532","C0016508","Q66","Congenital deformities of feet"
"D010001","C0029401","M88","Osteitis deformans [Paget's disease of bone]"
"D011023","C0032308","J15.2","Pneumonia due to staphylococcus"
"D011654","C0034063","J81","Pulmonary edema"
"D007873","C0023234","M91.3","Pseudocoxalgia"
"D009220","C0158353","M60.00","Infective myositis, unspecified site"
"D017453","C0162823","L24","Irritant contact dermatitis"
"D005258","C0015773","M05.0","Felty's syndrome"
"D001171","C3495559","M08.9","Juvenile arthritis, unspecified"
"D004314","C0013080","Q90","Down syndrome"
"D010923","C0032046","O44","Placenta previa"
"D003876","C0011615","L20","Atopic dermatitis"
"D000037","C0000832","O45.9","Premature separation of placenta, unspecified"
"D003093","C0009324","K51.9","Ulcerative colitis, unspecified"
"D054070","C0277919","I87.0","Postthrombotic syndrome"
"D000070639","C0158309","M77.0","Medial epicondylitis"
"D002769","C0008350","K80","Cholelithiasis"
"D003248","C0009806","K59.0","Constipation"
"D004941","C0014868","K20","Esophagitis"
"D005756","C0017152","K29.7","Gastritis, unspecified"
"D008141","C0024003","M40.5","Lordosis, unspecified"
"D010014","C0221204","M89.5","Osteolysis"
"D011472","C0033581","N41","Inflammatory diseases of prostate"
"D011565","C0033860","L40","Psoriasis"
"D012829","C0037116","J62","Pneumoconiosis due to dust containing silica"
"D059525","C0749165","J04.3","Supraglottitis, unspecified"
"D050197","C0004153","I70","Atherosclerosis"
"D002357","C0085700","M94.2","Chondromalacia"
"D011928","C0034735","I73.0","Raynaud's syndrome"
"D006259","C0347536","S00","Superficial injury of head"
"D003680","C0011168","R13.1","Dysphagia"
"D014084","C0266949","S03.2","Dislocation of tooth"
"D016055","C0080274","R33","Retention of urine"
"D008630","C0025427","T56.1","Toxic effects of mercury and its compounds"
"D009041","C0026603","T75.3","Motion sickness"
"D000075322","C0274869","T56.8","Toxic effects of other metals"
"D018882","C0085592","T67.2","Heat cramp"
"C536591","C0152069","B67.6","Echinococcus multilocularis infection, other and multiple sites"
"D004671","C0751098","A83","Mosquito-borne viral encephalitis"
"D014802","C0042842","E50","Vitamin A deficiency"
"D006689","C0019829","C81.9","Hodgkin lymphoma, unspecified"
"D018290","C0851140","D06","Carcinoma in situ of cervix uteri"
"D005077","C0015231","B08.2","Exanthema subitum [sixth disease]"
"D002051","C0006413","C83.7","Burkitt lymphoma"
"D016649","C0085215","E28.3","Primary ovarian failure"
"D013789","C0039730","D56","Thalassemia"
"D010190","C0346647","C25","Malignant neoplasm of pancreas"
"D014126","C0040561","B58.0","Toxoplasma oculopathy"
"D054429","C0349639","C93.3","Juvenile myelomonocytic leukemia"
"D000071960","C0279563","D05.0","Lobular carcinoma in situ of breast"
"D007896","C0023281","B55","Leishmaniasis"
"D006391","C0018916","D18.0","Hemangioma"
"D013174","C0038034","B42","Sporotrichosis"
"D013322","C0038463","B78","Strongyloidiasis"
"D013966","C0040147","E06","Thyroiditis"
"C538103","C0085574","M12.3","Palindromic rheumatism"
"D005155","C0015464","G51","Facial nerve disorders"
"D012893","C0851578","G47","Sleep disorders"
"D013705","C0039494","M26.6","Temporomandibular joint disorders"
"D020018","C0029261","F52.3","Orgasmic disorder"
"D020433","C0152177","G50","Disorders of trigeminal nerve"
"D014717","C0155503","H81.4","Vertigo of central origin"
"D016510","C0085109","H16.4","Corneal neovascularization"
"D016510","C0085109","H16.40","Unspecified corneal neovascularization"
"D002189","C0236735","F12","Cannabis related disorders"
"D003027","C0009088","G44.00","Cluster headache syndrome, unspecified"
"D002349","C0007286","G56.0","Carpal tunnel syndrome"
"D005902","C0017612","H40.1","Open-angle glaucoma"
"D007022","C0020649","I95","Hypotension"
"D017449","C0162820","L23","Allergic contact dermatitis"
"D001171","C3495559","M08","Juvenile arthritis"
"D037801","C0158461","M21.53","Acquired clawfoot"
"D010032","C0029878","H60.9","Unspecified otitis externa"
"D005130","C0015402","H44.81","Hemophthalmos"
"D015207","C0029410","M16","Osteoarthritis of hip"
"D009293","C0524662","F11.2","Opioid dependence"
"D013168","C0038016","M43.1","Spondylolisthesis"
"D001249","C0004096","J45","Asthma"
"D003320","C0010043","H16.00","Unspecified corneal ulcer"
"D006333","C0018801","I50","Heart failure"
"D003117","C0009398","H53.5","Color vision deficiencies"
"D003882","C0011633","M33","Dermatopolymyositis"
"D006548","C0019284","K44","Diaphragmatic hernia"
"D002832","C0008522","H31.30","Unspecified choroidal hemorrhage"
"D012218","C0035450","M06.3","Rheumatoid nodule"
"D020370","C0409959","M17","Osteoarthritis of knee"
"D047728","C0154778","H44.2","Degenerative myopia"
"D000417","C0001916","E70.3","Albinism"
"D001251","C0004106","H52.2","Astigmatism"
"D003231","C0009763","H10","Conjunctivitis"
"D005757","C0017154","K29.4","Chronic atrophic gastritis"
"D005901","C0017601","H40","Glaucoma"
"D007634","C0022568","H16","Keratitis"
"D007640","C0022578","H18.6","Keratoconus"
"D009298","C0027430","J33","Nasal polyp"
"D015864","C0030343","H44.11","Panuveitis"
"D013166","C0038012","M46.9","Unspecified inflammatory spondylopathy"
"D013169","C0038018","M43.0","Spondylolysis"
"D009759","C0028738","H55.0","Nystagmus"
"D057767","C2745963","M12.1","Kaschin-Beck disease"
"D059270","C0155448","H70.20","Unspecified petrositis"
"D020222","C0161407","S04.4","Injury of abducent nerve"
"D006335","C0018805","S26","Injury of heart"
"D004677","C0014065","Q01","Encephalocele"
"D002578","C0007868","N87","Dysplasia of cervix uteri"
"D014839","C0042963","R11.1","Vomiting"
"D008382","C0024796","Q87.4","Marfan's syndrome"
"D052177","C1691228","Q61","Cystic kidney disease"
"D002062","C0311223","M75.0","Adhesive capsulitis of shoulder"
"D053713","C0004509","N46.0","Azoospermia"
"D010921","C0266766","O43.23","Placenta percreta"
"D005264","C0015802","S72","Fracture of femur"
"D064386","C0555346","S82.6","Fracture of lateral malleolus"
"D006359","C0018839","T67.5","Heat exhaustion, unspecified"
"C562393","C0151779","C43","Malignant melanoma of skin"
"D001342","C1145628","G90","Disorders of autonomic nervous system"
"D005368","C0016085","B74","Filariasis"
"D010302","C0030569","G21","Secondary parkinsonism"
"D014607","C0042170","H30.81","Harada's disease"
"D020522","C0334634","C83.1","Mantle cell lymphoma"
"D001932","C0153633","C71","Malignant neoplasm of brain"
"D007244","C0021345","B27","Infectious mononucleosis"
"D007244","C0021345","B27.9","Infectious mononucleosis, unspecified"
"D006689","C0019829","C81","Hodgkin lymphoma"
"D017246","C0162674","H49.4","Progressive external ophthalmoplegia"
"D006008","C0017919","E74.0","Glycogen storage disease"
"D013158","C0037997","D73","Diseases of spleen"
"D001714","C0005586","F31","Bipolar disorder"
"D013001","C0037650","F45","Somatoform disorders"
"D019955","C0149654","F91","Conduct disorders"
"D015479","C0023479","C92.5","Acute myelomonocytic leukemia"
"D020143","C0268274","E75.0","GM2 gangliosidosis"
"D013274","C0024623","C16","Malignant neoplasm of stomach"
"D014392","C0041322","A18.5","Tuberculosis of eye"
"D019572","C0024622","C69.2","Malignant neoplasm of retina"
"D005902","C0017612","H40.13","Pigmentary glaucoma"
"D007625","C0022541","H49.81","Kearns-Sayre syndrome"
"D004443","C0013502","B67","Echinococcosis"
"D012891","C0037315","G47.3","Sleep apnea"
"D009101","C0026764","C90.0","Multiple myeloma"
"D013641","C0039319","G57.5","Tarsal tunnel syndrome"
"D015594","C0029128","H47.32","Drusen of optic disc"
"D007945","C0023448","C91","Lymphoid leukemia"
"D009755","C0028077","H53.6","Night blindness"
"D055622","C2350476","H05.12","Orbital myositis"
"D003550","C0010674","E84","Cystic fibrosis"
"D012751","C0036920","C84.1","Sézary disease"
"D008587","C0025297","A87","Viral meningitis"
"D000743","C0002879","D59","Acquired hemolytic anemia"
"D001749","C0005684","C67","Malignant neoplasm of bladder"
"D015140","C0011269","F01.5","Vascular dementia"
"D010035","C0029888","H66.4","Suppurative otitis media, unspecified"
"D012178","C0035344","H35.10","Retinopathy of prematurity, unspecified"
"D012178","C0035344","H35.17","Retrolental fibroplasia"
"D016873","C0085399","A77.4","Ehrlichiosis"
"D001759","C0005716","B40","Blastomycosis"
"D016569","C0005744","H02.52","Blepharophimosis"
"D003317","C0010035","H18.5","Hereditary corneal dystrophies"
"D003607","C0010930","H04.30","Unspecified dacryocystitis"
"D015841","C0014306","H05.4","Enophthalmos"
"D015841","C0014306","H05.40","Unspecified enophthalmos"
"D006429","C0018991","G81.9","Hemiplegia, unspecified"
"D007906","C0023316","H27.11","Subluxation of lens"
"D008594","C0025322","E28.31","Premature menopause"
"D009855","C0029001","B73","Onchocerciasis"
"D058447","C0151827","H57.1","Ocular pain"
"D020426","C0154748","G57.0","Lesion of sciatic nerve"
"D003607","C0155223","H04.00","Unspecified dacryoadenitis"
"D014029","C0028043","F17","Nicotine dependence"
"D002659","C0524528","F84","Pervasive developmental disorders"
"D009901","C0152112","H47.14","Foster-Kennedy syndrome"
"D004057","C0020498","M48.1","Ankylosing hyperostosis [Forestier]"
"D008575","C0025281","H81.0","Ménière's disease"
"D006828","C0020217","O01","Hydatidiform mole"
"D009220","C0027121","M60","Myositis"
"D012466","C0036093","K11","Diseases of salivary glands"
"D003424","C0010346","K50","Crohn's disease [regional enteritis]"
"D011272","C0032989","O30","Multiple gestation"
"D004427","C0013447","H93.9","Unspecified disorder of ear"
"D010003","C0029408","M19.9","Osteoarthritis, unspecified site"
"D015299","C0012624","M46.4","Discitis, unspecified"
"D006323","C0018790","I46","Cardiac arrest"
"D006519","C0019187","K70.1","Alcoholic hepatitis"
"D010437","C0030920","K27","Peptic ulcer, site unspecified"
"D014012","C0040264","H93.1","Tinnitus"
"D013276","C0038358","K25","Gastric ulcer"
"D036982","C0158322","M77.3","Calcaneal spur"
"D006555","C0019326","K43","Ventral hernia"
"D014718","C0042580","N13.7","Vesicoureteral-reflux"
"D011537","C0033774","L29","Pruritus"
"D003286","C0009917","M62.4","Contracture of muscle"
"D004714","C0014173","N85.0","Endometrial hyperplasia"
"D004715","C0014175","N80","Endometriosis"
"D007248","C0021364","N46","Male infertility"
"D020859","C0264134","M20.2","Hallux rigidus"
"D056650","C0406670","N94.81","Vulvodynia"
"D059286","C0152151","O30.1","Triplet pregnancy"
"D000784","C0340643","I71.0","Dissection of aorta"
"C574275","C0265554","Q71.6","Lobster-claw hand"
"D020925","C0752304","P91.6","Hypoxic ischemic encephalopathy [HIE]"
"D006259","C0347536","S00.90","Unspecified superficial injury of unspecified part of head"
"D006849","C0020256","Q03","Congenital hydrocephalus"
"D061221","C0161406","S04.3","Injury of trigeminal nerve"
"D005330","C2909036","O43.02","Fetus-to-fetus placental transfusion syndrome"
"D007752","C0022876","O60","Preterm labor"
"D001139","C0003803","Q07.0","Arnold-Chiari syndrome"
"D002971","C0008924","Q36","Cleft lip"
"D002972","C0008925","Q35","Cleft palate"
"D011141","C0032617","R35","Polyuria"
"D011507","C0033687","R80","Proteinuria"
"D005819","C0008631","Q92.6","Marker chromosomes"
"D020261","C0311375","T57.0","Toxic effect of arsenic and its compounds"
"D002252","C0392622","T53.0","Toxic effects of carbon tetrachloride"
"D008305","C0024591","T88.3","Malignant hyperthermia due to anesthesia"
"D036841","C0008775","T61.0","Ciguatera fish poisoning"
"D038642","C0686721","T74.4","Shaken infant syndrome"
"D006359","C0018845","T67.1","Heat syncope"
"C535970","C0155299","H47.31","Coloboma of optic disc"
"C536774","C0153188","A52","Late syphilis"
"D007562","C0022336","A81.0","Creutzfeldt-Jakob disease"
"D011618","C0036337","F25","Schizoaffective disorders"
"D011686","C0034139","E79","Disorders of purine and pyrimidine metabolism"
"D014397","C0041327","A15","Respiratory tuberculosis"
"D014607","C0042170","H20.82","Vogt-Koyanagi syndrome"
"D017074","C0009447","D83","Common variable immunodeficiency"
"D020428","C0751931","G57.2","Lesion of femoral nerve"
"D003234","C0009768","H10.0","Mucopurulent conjunctivitis"
"D008059","C0023786","E76.0","Mucopolysaccharidosis, type I"
"D009260","C0027339","L60","Nail disorders"
"D019970","C0236736","F14","Cocaine related disorders"
"D008589","C0025303","A39","Meningococcal infection"
"D013543","C0038986","L74","Eccrine sweat disorders"
"D015837","C0042594","H81.9","Unspecified disorder of vestibular function"
"D013590","C0039131","A50","Congenital syphilis"
"D019189","C0012715","E83.1","Disorders of iron metabolism"
"D004827","C0014544","G40.9","Epilepsy, unspecified"
"D005764","C0017168","K21","Gastro-esophageal reflux disease"
"D020018","C0036902","F52.2","Sexual arousal disorders"
"D003924","C0011860","E11","Type 2 diabetes mellitus"
"D007889","C0042133","D25","Leiomyoma of uterus"
"D012628","C0036508","L21","Seborrheic dermatitis"
"D015470","C0023467","C92.0","Acute myeloblastic leukemia"
"D018058","C0206504","H72","Perforation of tympanic membrane"
"D018058","C0206504","H72.9","Unspecified perforation of tympanic membrane"
"D000306","C0346402","C74.0","Malignant neoplasm of cortex of adrenal gland"
"D000787","C0002962","I20","Angina pectoris"
"D007787","C0022951","E73","Lactose intolerance"
"D016411","C0079774","C84","Mature T/NK-cell lymphomas"
"D017700","C0149649","I75","Atheroembolism"
"D012514","C0036220","C46","Kaposi's sarcoma"
"D003668","C0011127","L89.9","Pressure ulcer of unspecified site"
"D012793","C0037023","K11.2","Sialoadenitis"
"D017093","C0085605","K72.9","Hepatic failure, unspecified"
"D034381","C1384666","H91.9","Unspecified hearing loss"
"D001763","C0005745","H02.4","Ptosis of eyelid"
"D015863","C0022073","H20","Iridocyclitis"
"D056833","C0730328","H35.71","Central serous chorioretinopathy"
"D001249","C0004096","J45.90","Unspecified asthma"
"D057066","C0152136","H40.12","Low-tension glaucoma"
"D008224","C1956130","C82.0","Follicular lymphoma grade I"
"D009190","C3463824","D46","Myelodysplastic syndromes"
"D011906","C0034686","A25","Rat-bite fevers"
"D006552","C0019294","K40","Inguinal hernia"
"D046449","C0178282","K46","Unspecified abdominal hernia"
"D010930","C0032064","A20","Plague"
"D001196","C0003950","B77","Ascariasis"
"D020896","C0546884","E86","Volume depletion"
"D000379","C0001818","F40.0","Agoraphobia"
"D000686","C0002726","E85","Amyloidosis"
"D001762","C0005741","H01.0","Blepharitis"
"D001762","C0005741","H01.00","Unspecified blepharitis"
"D001987","C0006267","J47","Bronchiectasis"
"D003551","C0010678","B69","Cysticercosis"
"D004381","C0013295","K26","Duodenal ulcer"
"D004483","C0013592","H02.1","Ectropion of eyelid"
"D004483","C0013592","H02.10","Unspecified ectropion of eyelid"
"D007637","C0022573","H16.20","Unspecified keratoconjunctivitis"
"D008286","C0024523","K90","Intestinal malabsorption"
"D008654","C0025500","C45","Mesothelioma"
"D009896","C0029124","H47.2","Optic atrophy"
"D010538","C0031154","K65","Peritonitis"
"D008271","C0024449","B47","Mycetoma"
"D000071960","C0154084","D05","Carcinoma in situ of breast"
"C535358","C0344297","H31.1","Choroidal degeneration"
"D051302","C1565171","G44.03","Episodic paroxysmal hemicrania"
"D051302","C0393743","G44.04","Chronic paroxysmal hemicrania"
"D015835","C0152134","H51.2","Internuclear ophthalmoplegia"
"D020220","C0161408","S04.5","Injury of facial nerve"
"D011254","C0032969","O24.91","Unspecified diabetes mellitus in pregnancy"
"D012544","C0036310","M42.0","Juvenile osteochondrosis of spine"
"D020209","C0273483","S04","Injury of cranial nerve"
"D016135","C0080178","Q05","Spina bifida"
"D017490","C0020758","Q80","Congenital ichthyosis"
"D061220","C1321926","S04.1","Injury of oculomotor nerve"
"D004820","C0014527","Q81","Epidermolysis bullosa"
"D015775","C0016664","M84.3","Stress fracture"
"D017689","C0152427","Q69","Polydactyly"
"D061219","C0273487","S04.81","Injury of olfactory [1st ] nerve"
"D013035","C0037763","M62.83","Muscle spasm"
"D007594","C0022411","M24.0","Loose body in joint"
"D000037","C0000832","O45","Premature separation of placenta [abruptio placentae]"
"D058186","C0022660","N17","Acute kidney failure"
"D012127","C0035220","P22","Respiratory distress of newborn"
"D046789","C0008475","M22.4","Chondromalacia patellae"
"D010020","C0029445","M87","Osteonecrosis"
"D006616","C0019553","M24.55","Contracture, hip"
"D010019","C0029443","M86","Osteomyelitis"
"D011317","C0033117","N48.3","Priapism"
"D012600","C0036439","M41","Scoliosis"
"D058745","C1262206","M76.3","Iliotibial band syndrome"
"D059287","C0152152","O30.2","Quadruplet pregnancy"
"D003456","C0431663","Q53.2","Undescended testicle, bilateral"
"D006259","C0451981","S07.1","Crushing injury of skull"
"D006407","C0238154","S06.4","Epidural hemorrhage"
"D005543","C0016537","S59.91","Unspecified injury of forearm"
"C537268","C0452122","T59.2","Toxic effect of formaldehyde"
"D002647","C0008058","T69.1","Chilblains"
"D007102","C0020941","T69.02","Immersion foot"
"D001098","C0003705","T63.3","Toxic effect of venom of spider"
